"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","woba","xwoba","avg_swing_speed","exit_velocity_avg","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Ramírez, José",608070,2021,28,552,636,147,74,32,5,36,87,72,13.7,11.3,".266",".538",".355","0.893",".372",".376",,"90",33.4,11.1,42.4,"100.831039528","94.777982232",14.9,43
"Freeman, Freddie",518692,2021,31,600,695,180,122,25,2,31,107,85,15.4,12.2,".300",".503",".393","0.896",".379",".416",,"91.4",37.2,11.5,46.1,"101.764448826","95.351215951",21,51.2
"Bryant, Kris",592178,2021,29,513,586,136,77,32,2,25,135,62,23,10.6,".265",".481",".353","0.834",".356",".346",,"88.2",37.1,10.3,40,"99.222537","93.821051447",28,48.7
"García, Avisaíl",541645,2021,30,461,515,121,74,18,0,29,121,38,23.5,7.4,".262",".490",".330","0.820",".346",".366",,"90.4",35.9,12.2,46.4,"102.661785607","95.672483217",33.7,58.1
"Correa, Carlos",621043,2021,26,555,640,155,94,34,1,26,116,75,18.1,11.7,".279",".485",".366","0.851",".364",".369",,"90.2",33.5,9.4,42.7,"101.559240852","95.042767326",20.9,42.1
"Harrison, Josh",543281,2021,33,505,558,141,98,33,2,8,75,31,13.4,5.6,".279",".400",".341","0.741",".325",".333",,"87.2",39.5,4.4,32.6,"97.20370125","92.65377125",18.8,55.4
"Mountcastle, Ryan",663624,2021,24,534,586,136,79,23,1,33,161,41,27.5,7,".255",".487",".309","0.796",".335",".326",,"89.1",38.9,11.8,39.7,"100.499725842","94.394270947",31.6,55.1
"Devers, Rafael",646240,2021,24,591,664,165,89,37,1,38,143,62,21.5,9.3,".279",".538",".352","0.890",".373",".394",,"92.9",35.2,15,51.8,"104.101831156","96.761008486",27.7,53.6
"Crawford, J.P.",641487,2021,26,619,687,169,123,37,0,9,114,58,16.6,8.4,".273",".376",".338","0.714",".314",".298",,"86.3",34.3,2.4,30.6,"97.337774462","92.671236474",15.5,44.2
"Swanson, Dansby",621020,2021,27,588,653,146,84,33,2,27,167,52,25.6,8,".248",".449",".311","0.760",".322",".332",,"89.3",36.8,11.4,42.7,"99.888272056","94.152698735",30.4,48.1
"Harper, Bryce",547180,2021,28,488,599,151,73,42,1,35,134,100,22.4,16.7,".309",".615",".429","1.044",".431",".430",,"92.5",38.9,18.1,49.7,"104.095508409","96.641756068",32,47.5
"Straw, Myles",664702,2021,26,564,638,153,119,29,1,4,121,67,19,10.5,".271",".348",".349","0.697",".311",".303",,"87.1",42.6,1.3,26.2,"95.725614253","91.886357172",13.6,40.4
"Gurriel Jr., Yuli",493329,2021,37,530,605,169,123,31,0,15,68,59,11.2,9.8,".319",".462",".383","0.845",".363",".326",,"89.8",31,3.4,42,"99.889790127","94.187271203",13.9,42.8
"Goldschmidt, Paul",502671,2021,33,603,679,177,108,36,2,31,136,67,20,9.9,".294",".514",".365","0.879",".373",".397",,"92.6",36.9,13.6,50.6,"102.744108602","96.119572675",24.9,44.2
"Smith, Pavin",656976,2021,25,498,545,133,91,27,4,11,106,42,19.4,7.7,".267",".404",".328","0.732",".318",".317",,"87.2",33.6,5.1,42.7,"100.06822449","94.188626913",17.3,42.1
"Guerrero Jr., Vladimir",665489,2021,22,604,698,188,110,29,1,48,110,86,15.8,12.3,".311",".601",".401","1.002",".419",".421",,"95.1",33.7,15.1,55.2,"106.811861538","98.446351968",27.8,47.3
"Candelario, Jeimer",600869,2021,27,557,626,151,90,42,3,16,135,65,21.6,10.4,".271",".443",".351","0.794",".344",".356",,"88.7",38.6,9,39.1,"99.820428626","94.030826508",23.5,47.6
"Hernández, Enrique",571771,2021,29,508,585,127,69,35,3,20,110,61,18.8,10.4,".250",".449",".337","0.786",".338",".346",,"90.8",36.5,8.4,43.2,"99.999080443","94.357513827",23.5,44.6
"Verdugo, Alex",657077,2021,25,544,604,157,110,32,2,13,96,51,15.9,8.4,".289",".426",".351","0.777",".334",".342",,"90",34.9,7.3,43.3,"100.363833673","94.50134427",17.7,44.7
"France, Ty",664034,2021,26,571,650,166,115,32,1,18,106,46,16.3,7.1,".291",".445",".368","0.813",".353",".346",,"88.5",35.9,6.8,38.9,"99.630842766","93.91855583",19.1,50.3
"Reynolds, Bryan",668804,2021,26,559,646,169,102,35,8,24,119,75,18.4,11.6,".302",".522",".390","0.912",".385",".386",,"89.4",39.9,10.4,40.8,"100.899979412","94.776504943",23.9,48.9
"Castellanos, Nick",592206,2021,29,531,585,164,91,38,1,34,121,41,20.7,7,".309",".576",".362","0.938",".391",".374",,"89.8",44,10.6,46.9,"101.478243413","95.160421779",30.7,55
"Lopez, Nicky",670032,2021,26,497,565,149,120,21,6,2,74,49,13.1,8.7,".300",".378",".365","0.743",".329",".283",,"86.8",27.6,0.7,26.9,"95.857798365","91.988841157",15.7,45.1
"O'Neill, Tyler",641933,2021,26,482,537,138,76,26,2,34,168,38,31.3,7.1,".286",".560",".352","0.912",".384",".389",,"93",39.9,17.9,52.2,"104.172238365","97.016212516",34.7,49.8
"Soler, Jorge",624585,2021,29,516,602,115,61,27,0,27,142,67,23.6,11.1,".223",".432",".316","0.748",".323",".359",,"91.2",30.9,12.7,47,"103.589178942","96.139729418",29.2,44.8
"Rojas, Josh",668942,2021,27,484,550,128,82,32,3,11,137,58,24.9,10.5,".264",".411",".341","0.752",".327",".295",,"88.2",40.7,4.8,31.1,"97.144273046","92.673279109",23.6,42.2
"Canha, Mark",592192,2021,32,519,625,120,77,22,4,17,128,77,20.5,12.3,".231",".387",".358","0.745",".333",".332",,"87.3",36.1,7.1,35.4,"97.938321269","93.004303181",21.5,40.5
"Hays, Austin",669720,2021,25,488,529,125,73,26,4,22,107,28,20.2,5.3,".256",".461",".308","0.769",".328",".316",,"88.8",32.2,9.1,39.2,"99.72384466","93.967000942",24.6,46.4
"Turner, Trea",607208,2021,28,595,646,195,130,34,3,28,110,41,17,6.3,".328",".536",".375","0.911",".386",".364",,"89.6",34.6,7.4,46.2,"101.311622295","94.938968542",23,49.2
"Pham, Tommy",502054,2021,33,475,561,109,68,24,2,15,128,78,22.8,13.9,".229",".383",".340","0.723",".318",".350",,"90.8",35.6,10,47.6,"101.782107886","95.261546371",23.6,38.2
"Taylor, Chris",621035,2021,30,507,582,129,80,25,4,20,167,63,28.7,10.8,".254",".438",".344","0.782",".338",".329",,"88.2",38.1,10.2,38.1,"99.754756176","93.990311298",32.8,45.6
"Semien, Marcus",543760,2021,30,652,724,173,87,39,2,45,146,66,20.2,9.1,".265",".538",".334","0.872",".368",".336",,"89.7",35.2,9.8,41.3,"99.347364664","93.999108178",21.5,45.1
"Yastrzemski, Mike",573262,2021,30,468,532,105,49,28,3,25,131,51,24.6,9.6,".224",".457",".311","0.768",".326",".318",,"89.5",33.1,10.3,39.3,"99.157264671","93.794353174",24.2,45.9
"Meadows, Austin",640457,2021,26,518,591,121,62,29,3,27,122,59,20.6,10,".234",".458",".315","0.773",".327",".326",,"89.3",36.1,8.7,37.9,"99.236473035","93.763605871",24.4,46.7
"Grisham, Trent",663757,2021,24,462,527,112,66,28,3,15,119,54,22.6,10.2,".242",".413",".327","0.740",".320",".309",,"88.8",31,5.2,36.8,"99.288052118","93.873059115",21.7,40.5
"Benintendi, Andrew",643217,2021,26,493,538,136,90,27,2,17,97,36,18,6.7,".276",".442",".324","0.766",".328",".331",,"89.6",38.5,8.9,43.2,"98.80441545","93.810618421",22.5,52.5
"Kiner-Falefa, Isiah",643396,2021,26,635,677,172,136,25,3,8,90,28,13.3,4.1,".271",".357",".312","0.669",".293",".292",,"85.5",31.6,1.8,28.8,"96.328326447","92.167027033",14.5,46.5
"Grichuk, Randal",545341,2021,29,511,545,123,75,25,1,22,114,27,20.9,5,".241",".423",".281","0.704",".300",".297",,"89.8",30.4,8.5,41.1,"101.265902714","94.873053501",23.2,52.3
"Lowrie, Jed",476704,2021,37,457,512,112,70,28,0,14,108,49,21.1,9.6,".245",".398",".318","0.716",".311",".343",,"90.7",36.5,9.3,45.9,"100.200115198","94.60925779",24.2,46.7
"Hernández, Teoscar",606192,2021,28,550,595,163,102,29,0,32,148,36,24.9,6.1,".296",".524",".346","0.870",".369",".370",,"91.8",37.4,13.9,49,"103.3032702","96.169584775",31.8,51.8
"Tatis Jr., Fernando",665487,2021,22,478,546,135,62,31,0,42,153,62,28,11.4,".282",".611",".364","0.975",".403",".407",,"93.9",33.1,21.3,55.6,"105.698422927","97.793088537",34.8,51.5
"Ohtani, Shohei",660271,2021,26,537,639,138,58,26,8,46,189,96,29.6,15,".257",".592",".372","0.964",".393",".408",,"93.6",35.4,22.3,53.6,"105.900177151","97.802022297",35.1,45.8
"Olson, Matt",621566,2021,27,565,673,153,79,35,0,39,113,88,16.8,13.1,".271",".540",".371","0.911",".379",".378",,"91.6",32.4,12.7,48.8,"102.889106926","95.968662554",23.1,47
"Mullins II, Cedric",656775,2021,26,602,675,175,103,37,5,30,125,59,18.5,8.7,".291",".518",".360","0.878",".372",".344",,"89.4",35.7,8.1,39.4,"99.369452076","93.977727373",20.8,46.3
"Realmuto, J.T.",592663,2021,30,476,537,125,79,25,4,17,129,48,24,8.9,".263",".439",".343","0.782",".336",".329",,"89.6",31.2,8.6,44.7,"101.300227486","94.997809341",27,49.5
"Cronenworth, Jake",630105,2021,27,567,643,151,90,33,7,21,90,55,14,8.6,".266",".460",".340","0.800",".341",".344",,"88.6",35.8,7.2,35,"98.727004664","93.509905895",13.7,43.2
"Muncy, Max",571970,2021,30,497,592,124,60,26,2,36,120,83,20.3,14,".249",".527",".368","0.895",".379",".407",,"91.2",34.9,16.1,46.6,"102.0590325","95.545324574",23.4,37.6
"Rojas, Miguel",500743,2021,32,495,539,131,89,30,3,9,74,37,13.7,6.9,".265",".392",".322","0.714",".311",".287",,"86.2",32.4,2.8,32.9,"96.919576095","92.460967976",19.3,45.7
"Segura, Jean",516416,2021,31,514,567,149,105,27,3,14,78,39,13.8,6.9,".290",".436",".348","0.784",".338",".319",,"87.2",31.1,5.9,37.4,"99.697739358","93.921203784",17.3,48.7
"LeMahieu, DJ",518934,2021,32,597,679,160,125,24,1,10,94,73,13.8,10.8,".268",".362",".349","0.711",".315",".340",,"90.6",33.3,3.7,43.5,"100.113305573","94.512956356",14.4,41.4
"McCutchen, Andrew",457705,2021,34,482,574,107,55,24,1,27,132,81,23,14.1,".222",".444",".334","0.778",".335",".344",,"88.8",33.6,9,39.5,"99.449259775","93.945349747",25.9,41.7
"Dozier, Hunter",641531,2021,29,487,543,105,56,27,6,16,154,43,28.4,7.9,".216",".394",".285","0.679",".293",".299",,"89.9",33,8.8,42.2,"100.920294588","94.659477906",32.4,48.8
"Lindor, Francisco",596019,2021,27,452,524,104,65,16,3,20,96,58,18.3,11.1,".230",".412",".322","0.734",".317",".344",,"90.7",35.6,8.2,44.1,"100.654597006","94.782827712",23.2,47.4
"India, Jonathan",663697,2021,24,532,631,143,86,34,2,21,141,71,22.3,11.3,".269",".459",".376","0.835",".363",".352",,"87.6",33.6,9.6,38.6,"99.492120758","93.903783494",25.1,39
"Solak, Nick",669256,2021,26,458,511,111,80,18,2,11,107,34,20.9,6.7,".242",".362",".314","0.676",".299",".299",,"86.9",29.3,6.5,33.5,"98.209109143","93.137323639",24.8,46
"Tucker, Kyle",663656,2021,24,506,567,149,79,37,3,30,90,53,15.9,9.3,".294",".557",".359","0.916",".383",".396",,"91.4",42,11.6,47.5,"100.838759238","95.0535942",20.3,52.5
"Machado, Manny",592518,2021,28,564,640,157,96,31,2,28,102,63,15.9,9.8,".278",".489",".347","0.836",".350",".376",,"93.1",33.8,13.3,52.2,"104.861270593","97.161278811",23,48
"Báez, Javier",595879,2021,28,502,547,133,82,18,2,31,184,28,33.6,5.1,".265",".494",".319","0.813",".344",".321",,"90.1",32.7,13.4,45.2,"102.100878994","95.40051456",40.6,56.9
"Albies, Ozzie",645277,2021,24,629,686,163,86,40,7,30,128,47,18.7,6.9,".259",".488",".310","0.798",".336",".329",,"89.6",37,9.3,37.2,"98.68556664","93.56121501",24.9,56.8
"Suárez, Eugenio",553993,2021,29,505,574,100,46,23,0,31,171,56,29.8,9.8,".198",".428",".286","0.714",".306",".326",,"89.1",33,15,39.8,"100.26923","94.340085339",29.5,42.7
"Gallo, Joey",608336,2021,27,498,616,99,47,13,1,38,213,111,34.6,18,".199",".458",".351","0.809",".348",".352",,"91.5",29.4,18.5,45.8,"103.455349562","96.100400474",38.8,40.4
"Haniger, Mitch",571745,2021,30,620,691,157,93,23,2,39,169,54,24.5,7.8,".253",".485",".318","0.803",".340",".350",,"89.3",33.6,12.6,45.1,"100.90811287","94.762439739",29.8,46.6
"Andrus, Elvis",462101,2021,32,497,541,121,91,25,2,3,81,31,15,5.7,".243",".320",".294","0.614",".270",".308",,"87.8",34,2.1,34.8,"98.143821256","93.154317918",19.6,48.9
"Fletcher, David",664058,2021,27,626,665,164,132,27,3,2,60,31,9,4.7,".262",".324",".297","0.621",".273",".280",,"82.3",30.4,0,15.7,"92.661183488","90.514600036",9.5,46.5
"Hernández, César",514917,2021,31,570,637,132,88,21,2,21,135,59,21.2,9.3,".232",".386",".308","0.694",".302",".311",,"87.4",32.6,6.8,33.2,"98.368510187","93.237272693",22,47.1
"Edman, Tommy",669242,2021,26,641,691,168,113,41,3,11,95,38,13.7,5.5,".262",".387",".308","0.695",".301",".316",,"87.5",31.5,4.2,35.1,"98.07999625","93.108010092",14.9,47.4
"Villar, Jonathan",542340,2021,30,454,505,113,75,18,2,18,132,46,26.1,9.1,".249",".416",".322","0.738",".320",".307",,"88",29.9,7.4,34.9,"99.828691447","93.930594182",30.1,49.9
"Polanco, Jorge",593871,2021,27,588,644,158,88,35,2,33,118,45,18.3,7,".269",".503",".323","0.826",".349",".348",,"89.4",36.1,10.1,37.4,"99.644968803","94.059153897",19.7,49.5
"Altuve, Jose",514888,2021,31,601,678,167,103,32,1,31,91,66,13.4,9.7,".278",".489",".350","0.839",".357",".332",,"87.7",32.1,6.4,35,"98.384760909","93.261160455",15.9,47.4
"Carlson, Dylan",666185,2021,22,542,619,144,91,31,4,18,152,57,24.6,9.2,".266",".437",".343","0.780",".336",".322",,"88.2",40.6,7,31.1,"97.425225408","92.83641898",27.9,45
"Bogaerts, Xander",593428,2021,28,529,603,156,98,34,1,23,113,62,18.7,10.3,".295",".493",".370","0.863",".368",".359",,"89.6",36.4,9.7,43,"100.949849336","94.630657583",22,45.7
"Duvall, Adam",594807,2021,32,513,555,117,60,17,2,38,174,35,31.4,6.3,".228",".491",".281","0.772",".324",".330",,"89.8",33.3,16.1,43.9,"101.576989532","95.059923684",29.3,50
"Adames, Willy",642715,2021,25,497,555,130,72,32,1,25,156,57,28.1,10.3,".262",".481",".337","0.818",".349",".325",,"89.5",35.1,11.4,44.7,"100.71382731","94.667554152",32.6,48.9
"Urías, Luis",649966,2021,24,490,570,122,73,25,1,23,116,63,20.4,11.1,".249",".445",".345","0.790",".340",".333",,"87.9",34.9,9.3,40.5,"99.110538783","93.797357825",22.8,46.3
"Riley, Austin",663586,2021,24,590,662,179,112,33,1,33,168,52,25.4,7.9,".303",".531",".367","0.898",".379",".366",,"90.1",36.5,13.3,45.6,"102.871134252","95.650249087",28.3,50.2
"Chapman, Matt",656305,2021,28,529,622,111,66,15,3,27,202,80,32.5,12.9,".210",".403",".314","0.717",".311",".321",,"89.7",32.1,13.7,41.7,"101.114826012","94.75382",32.7,44.6
"Votto, Joey",458015,2021,37,448,533,119,59,23,1,36,127,77,23.8,14.4,".266",".563",".375","0.938",".391",".406",,"92.9",44.3,17.2,53.2,"102.539441104","96.093851969",29.4,43.9
