"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","woba","xwoba","avg_swing_speed","exit_velocity_avg","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"McNeil, Jeff",643446,2023,31,585,648,158,119,25,4,10,65,39,10,6,".270",".378",".333","0.711",".314",".294","68.2","86",32.1,1.3,27.4,"95.984354131","92.004150754",13.5,53
"Profar, Jurickson",595777,2023,30,459,521,111,73,27,2,9,90,50,17.3,9.6,".242",".368",".321","0.689",".304",".306","71","86.5",37.7,4,31.8,"97.18982877","92.606877674",20,47.2
"Merrifield, Whit",593160,2023,34,547,592,149,111,27,0,11,101,36,17.1,6.1,".272",".382",".318","0.700",".304",".276","64.8","85.1",37.2,2.4,24.3,"94.880835796","91.453019024",19.5,51.1
"Jung, Josh",673962,2023,25,478,515,127,78,25,1,23,151,30,29.3,5.8,".266",".467",".315","0.782",".334",".337","71.2","91.8",41.9,11.9,47.4,"101.620526098","95.373200793",29.7,51.8
"France, Ty",664034,2023,28,587,665,147,103,32,0,12,117,43,17.6,6.5,".250",".366",".337","0.703",".315",".342","71.8","87.5",36.9,6.8,38.6,"99.277871319","93.765945224",21.9,53.2
"Paredes, Isaac",670623,2023,24,492,571,123,68,24,0,31,104,58,18.2,10.2,".250",".488",".352","0.840",".362",".315","68.1","86.9",32.4,5.9,28.5,"96.372683866","92.205361059",18.2,45.6
"Carroll, Corbin",682998,2023,22,565,645,161,96,30,10,25,125,57,19.4,8.8,".285",".506",".362","0.868",".370",".344","73.2","90",32.7,7.6,40.9,"100.972563211","94.780604736",21.6,45.8
"Benintendi, Andrew",643217,2023,28,562,621,147,106,34,2,5,89,52,14.3,8.4,".262",".356",".326","0.682",".299",".310","67","86.6",40.9,2.9,27,"95.498075212","91.757391695",19.3,49
"Drury, Brandon",592273,2023,30,485,523,127,68,30,3,26,136,25,26,4.8,".262",".497",".306","0.803",".339",".318","71.7","89.9",35,11,46.3,"101.80875267","95.132794574",30.2,51.6
"Arozarena, Randy",668227,2023,28,551,654,140,95,19,3,23,156,80,23.9,12.2,".254",".425",".364","0.789",".347",".351","72.9","91.7",31.8,12.3,48.4,"102.055211709","95.651873174",29.1,43
"Varsho, Daulton",662139,2023,26,527,581,116,70,23,3,20,135,45,23.2,7.7,".220",".389",".285","0.674",".293",".302","74.6","87.8",34.3,7.3,36.1,"99.853027513","94.005486074",24.7,50.1
"Albies, Ozzie",645277,2023,26,596,660,167,99,30,5,33,107,46,16.2,7,".280",".513",".336","0.849",".358",".340","70","88.7",37.4,8.2,39,"98.667615565","93.481568303",20.6,54.6
"Stephenson, Tyler",663886,2023,26,465,517,113,78,20,2,13,135,47,26.1,9.1,".243",".378",".317","0.695",".305",".314","70.4","89.4",33.5,7.6,43.5,"100.030744788","94.357020636",28.4,42.5
"Straw, Myles",664702,2023,28,462,518,110,88,18,3,1,97,42,18.7,8.1,".238",".297",".301","0.598",".268",".272","66.1","86.3",34,0.5,23.3,"95.141368287","91.593212265",14.1,44
"Henderson, Gunnar",683002,2023,22,560,622,143,77,29,9,28,159,56,25.6,9,".255",".489",".325","0.814",".346",".346","75.4","92",32.9,11.4,52,"102.730226238","96.062562903",26.4,46.8
"Bellinger, Cody",641355,2023,27,499,556,153,97,29,1,26,87,40,15.6,7.2,".307",".525",".356","0.881",".370",".327","69.9","87.9",38,6.1,31.4,"97.661544057","92.874372388",20.1,49.9
"Castellanos, Nick",592206,2023,31,626,671,170,102,37,2,29,185,36,27.6,5.4,".272",".476",".311","0.787",".335",".320","72.4","88.9",36.5,10.3,43.2,"100.3894813","94.419143027",35.4,56.2
"Hernández, Teoscar",606192,2023,30,625,678,161,104,29,2,26,211,38,31.1,5.6,".258",".435",".305","0.740",".317",".336","74","91.3",35.2,13.8,49.4,"103.014681476","96.109592578",35.8,53.6
"LeMahieu, DJ",518934,2023,34,497,562,121,81,22,3,15,125,60,22.2,10.7,".243",".390",".327","0.717",".315",".322","68.2","89.6",31.6,5.9,43,"100.265359786","94.32212244",19.7,39.2
"Hays, Austin",669720,2023,27,520,566,143,89,36,2,16,141,38,24.9,6.7,".275",".444",".325","0.769",".330",".309","71.7","89.4",31,8.9,40.1,"100.462787656","94.411352037",28.4,46.6
"Yelich, Christian",592885,2023,31,550,632,153,99,34,1,19,140,78,22.2,12.3,".278",".447",".370","0.817",".353",".362","73.6","91.7",30.4,9.2,50.1,"103.18368722","96.096251589",26.8,45
"Happ, Ian",664023,2023,28,580,691,144,84,35,4,21,153,99,22.1,14.3,".248",".431",".360","0.791",".345",".350","71.8","89.9",36.7,9,39,"99.676936326","94.121891884",25.3,44.4
"Torkelson, Spencer",679529,2023,23,606,684,141,75,34,1,31,171,67,25,9.8,".233",".446",".313","0.759",".326",".349","75","91.8",33.2,14.1,50.9,"102.691928356","96.002045502",24.7,46.2
"Verdugo, Alex",657077,2023,27,546,602,144,89,37,5,13,93,45,15.4,7.5,".264",".421",".324","0.745",".322",".331","67.6","89.2",35.4,5,37.6,"99.116993728","93.701176864",15.6,40.9
"Ohtani, Shohei",660271,2023,28,497,599,151,73,26,8,44,143,91,23.9,15.2,".304",".654",".412","1.066",".433",".427","77.4","94.4",35.6,19.6,54.2,"105.748559101","97.769057809",32.3,48.2
"Torres, Gleyber",650402,2023,26,596,672,163,108,28,2,25,98,67,14.6,10,".273",".453",".347","0.800",".346",".362","71.6","89.7",37.3,7.9,40.3,"99.649800996","94.055057585",21.8,46.8
"Casas, Triston",671213,2023,23,429,502,113,66,21,2,24,126,70,25.1,13.9,".263",".490",".367","0.857",".367",".370","75.8","91.1",36.1,13.1,46.6,"102.616692288","95.686960262",28.1,43.6
"Edman, Tommy",669242,2023,28,479,528,119,77,25,4,13,84,35,15.9,6.6,".248",".399",".307","0.706",".306",".312","70.8","89.1",27.9,5,38.8,"99.456717727","93.865892803",16.1,45.7
"Taveras, Leody",665750,2023,24,511,554,136,88,31,3,14,117,35,21.1,6.3,".266",".421",".312","0.733",".316",".319","71.3","90.1",35.2,7.2,43.1,"100.592817638","94.514120854",24.2,49.4
